NI (c) Historical Data Viewer v2.0                             
Created: 04.12.2019 14:41:40.020 W. Europe Standard Time
Number of rows: 781
Interpolation interval: 1 seconds

Row;Time;\\MU15EM11015\R800\MU15EM11015\R800 Analyse Prozess\Indikator 2;\\MU15EM11015\R800\MU15EM11015\R800 Analyse Prozess\Leitfähigkeit;\\MU15EM11015\R800\MU15EM11015\R800 Analyse Prozess\Temperatur
652;14:34:54.549;1;6.48;63.29
653;14:34:55.549;1;6.48;63.29
654;14:34:56.549;1;6.48;63.29
655;14:34:57.549;1;6.48;63.29
656;14:34:58.549;1;6.48;63.29
657;14:34:59.549;1;6.47598;63.29
658;14:35:00.549;1;6.47;63.29
659;14:35:01.549;1;6.47;63.29
660;14:35:02.549;1;6.47;63.29
661;14:35:03.549;1;6.47;63.29
662;14:35:04.549;1;6.47;63.29
663;14:35:05.549;1;6.47;63.29
664;14:35:06.549;1;6.47;63.29
665;14:35:07.549;1;6.47;63.29
666;14:35:08.549;1;6.47;63.29
667;14:35:09.549;1;6.47;63.29
668;14:35:10.549;1;6.47;63.29
669;14:35:11.549;1;6.47;63.29
670;14:35:12.549;1;6.47;63.29
671;14:35:13.549;1;6.47;63.29
672;14:35:14.549;1;6.47;63.29
673;14:35:15.549;1;6.47;63.29
674;14:35:16.549;1;6.46598;63.29
675;14:35:17.549;1;6.46;63.29
676;14:35:18.549;1;6.46;63.29
677;14:35:19.549;1;6.46;63.29
678;14:35:20.549;1;6.46;63.29
679;14:35:21.549;1;6.46;63.29
680;14:35:22.549;1;6.46;63.29
681;14:35:23.549;1;6.46;63.29
682;14:35:24.549;1;6.46;63.29
683;14:35:25.549;1;6.46;63.29
684;14:35:26.549;1;6.46;63.29
685;14:35:27.549;1;6.46;63.29
686;14:35:28.549;1;6.46;63.29
687;14:35:29.549;1;6.46;63.29
688;14:35:30.549;1;6.46;63.29
689;14:35:31.549;1;6.46;63.29
690;14:35:32.549;1;6.46;63.286
691;14:35:33.549;1;6.46;63.2801
692;14:35:34.549;1;6.46;63.2841
693;14:35:35.549;1;6.46;63.29
694;14:35:36.549;1;6.46;63.29
695;14:35:37.549;1;6.46;63.29
696;14:35:38.549;1;6.45598;63.29
697;14:35:39.549;1;6.45;63.29
698;14:35:40.549;1;6.45;63.29
699;14:35:41.549;1;6.45;63.29
700;14:35:42.549;1;6.45;63.29
701;14:35:43.549;1;6.45;63.29
702;14:35:44.549;1;6.45;63.29
703;14:35:45.549;1;6.45;63.29
704;14:35:46.549;1;6.45;63.29
705;14:35:47.549;1;6.45;63.29
706;14:35:48.549;1;6.45;63.29
707;14:35:49.549;1;6.45;63.29
708;14:35:50.549;1;6.45;63.286
709;14:35:51.549;1;6.45;63.2801
710;14:35:52.549;1;6.45;63.2841
711;14:35:53.549;1;6.45;63.29
712;14:35:54.549;1;6.45;63.29
713;14:35:55.549;1;6.45;63.29
714;14:35:56.549;1;6.45;63.29
715;14:35:57.549;1;6.45;63.29
716;14:35:58.549;1;6.45;63.29
717;14:35:59.549;1;6.45;63.29
718;14:36:00.549;1;6.45;63.29
719;14:36:01.549;1;6.45;63.29
720;14:36:02.549;1;6.45;63.29
721;14:36:03.549;1;6.45;63.29
722;14:36:04.549;1;6.44598;63.29
723;14:36:05.549;1;6.44;63.29
724;14:36:06.549;1;6.44;63.29
725;14:36:07.549;1;6.44;63.29
726;14:36:08.549;1;6.44;63.29
727;14:36:09.549;1;6.44;63.29
728;14:36:10.549;1;6.44;63.29
729;14:36:11.549;1;6.44;63.29
730;14:36:12.549;1;6.44;63.29
731;14:36:13.549;1;6.44;63.29
732;14:36:14.549;1;6.44;63.29
733;14:36:15.549;1;6.44;63.29
734;14:36:16.549;1;6.44;63.29
735;14:36:17.549;1;6.44;63.29
736;14:36:18.549;1;6.44;63.29
737;14:36:19.549;1;6.44;63.29
738;14:36:20.549;1;6.44;63.29
739;14:36:21.549;1;6.44;63.29
740;14:36:22.549;1;6.44;63.286
741;14:36:23.549;1;6.44;63.2841
742;14:36:24.549;1;6.44;63.29
743;14:36:25.549;1;6.44;63.29
744;14:36:26.549;1;6.44;63.29
745;14:36:27.549;1;6.44;63.29
746;14:36:28.549;1;6.44;63.29
747;14:36:29.549;1;6.43597;63.29
748;14:36:30.549;1;6.43;63.29
749;14:36:31.549;1;6.43;63.29
750;14:36:32.549;1;6.43;63.29
751;14:36:33.549;1;6.43;63.29
752;14:36:34.549;1;6.43;63.29
753;14:36:35.549;1;6.43;63.29
754;14:36:36.549;1;6.43;63.29
755;14:36:37.549;1;6.43;63.294
756;14:36:38.549;1;6.43;63.2999
757;14:36:39.549;1;6.43;63.2999
758;14:36:40.549;1;6.43;63.2959
759;14:36:41.549;1;6.43;63.294
760;14:36:42.549;1;6.43;63.2999
761;14:36:43.549;1;6.43;63.2999
762;14:36:44.549;1;6.43;63.2999
763;14:36:45.549;1;6.43;63.2999
764;14:36:46.549;1;6.43;63.2999
765;14:36:47.549;1;6.43;63.2959
766;14:36:48.549;1;6.43;63.29
767;14:36:49.549;1;6.43;63.29
768;14:36:50.549;1;6.43;63.29
769;14:36:51.549;1;6.43;63.29
770;14:36:52.549;1;6.43;63.29
771;14:36:53.549;1;6.43;63.29
772;14:36:54.549;1;6.43;63.29
773;14:36:55.549;1;6.43;63.294
774;14:36:56.549;1;6.43;63.2959
775;14:36:57.549;1;6.43;63.29
776;14:36:58.549;1;6.43;63.29
777;14:36:59.549;1;6.42602;63.29
778;14:37:00.549;1;6.4201;63.29
779;14:37:01.549;1;6.4201;63.29
780;14:37:02.549;1;6.4201;63.29
781;14:37:03.549;1;6.4201;63.29
