NI (c) Historical Data Viewer v2.0                             
Created: 04.12.2019 13:19:15.869 W. Europe Standard Time
Number of rows: 892
Interpolation interval: 1 seconds

Row;Time;\\MU15EM11015\R800\MU15EM11015\R800 Analyse Prozess\Indikator 2;\\MU15EM11015\R800\MU15EM11015\R800 Analyse Prozess\Leitfähigkeit;\\MU15EM11015\R800\MU15EM11015\R800 Analyse Prozess\Temperatur
61;12:09:50.065;1;11.8432;25.3192
62;12:09:51.065;1;11.8125;25.3291
63;12:09:52.065;1;11.8101;25.3299
64;12:09:53.065;1;11.764;25.3392
65;12:09:54.065;1;11.6956;25.3583
66;12:09:55.065;1;11.69;25.3599
67;12:09:56.065;1;11.6533;25.3692
68;12:09:57.065;1;11.604;25.3791
69;12:09:58.065;1;11.6;25.3799
70;12:09:59.065;1;11.5541;25.3892
71;12:10:00.065;1;11.504;25.3991
72;12:10:01.065;1;11.5;25.3999
73;12:10:02.065;1;11.4448;25.4092
74;12:10:03.065;1;11.4033;25.4192
75;12:10:04.065;1;11.4001;25.42
76;12:10:05.065;1;11.354;25.42
77;12:10:06.065;1;11.2948;25.4291
78;12:10:07.065;1;11.29;25.4299
79;12:10:08.065;1;11.2533;25.4392
80;12:10:09.065;46.0877;11.1948;25.4491
81;12:10:10.065;50;11.19;25.4499
82;12:10:11.065;50;11.1533;25.4499
83;12:10:12.065;50;11.104;25.4592
84;12:10:13.065;50;11.1;25.46
85;12:10:14.065;50;11.0541;25.4691
86;12:10:15.065;50;11.004;25.4699
87;12:10:16.065;50;11;25.4699
88;12:10:17.065;50;10.9633;25.4792
89;12:10:18.065;50;10.914;25.48
90;12:10:19.065;50;10.91;25.48
91;12:10:20.065;50;10.8732;25.4891
92;12:10:21.065;50;10.824;25.4992
93;12:10:22.065;50;10.82;25.5
94;12:10:23.065;50;10.7832;25.5
95;12:10:24.065;50;10.7432;25.5092
96;12:10:25.065;50;10.74;25.51
97;12:10:26.065;50;10.7032;25.51
98;12:10:27.065;50;10.654;25.5191
99;12:10:28.065;50;10.65;25.5199
100;12:10:29.065;50;10.6132;25.5199
101;12:10:30.065;50;10.5732;25.5292
102;12:10:31.065;50;10.57;25.53
103;12:10:32.065;50;10.5332;25.5391
104;12:10:33.065;50;10.4932;25.5399
105;12:10:34.065;50;10.49;25.5399
106;12:10:35.065;50;10.4532;25.5492
107;12:10:36.065;50;10.4132;25.55
108;12:10:37.065;50;10.41;25.55
109;12:10:38.065;50;10.3732;25.5591
110;12:10:39.065;50;10.3332;25.5599
111;12:10:40.065;50;10.33;25.5599
112;12:10:41.065;50;10.3024;25.5692
113;12:10:42.065;50;10.2632;25.57
114;12:10:43.065;50;10.26;25.57
115;12:10:44.065;50;10.2232;25.5791
116;12:10:45.065;50;10.1924;25.5799
117;12:10:46.065;50;10.19;25.5799
118;12:10:47.065;50;10.1532;25.5892
119;12:10:48.065;50;10.1132;25.59
120;12:10:49.065;50;10.11;25.59
121;12:10:50.065;50;10.0824;25.59
122;12:10:51.065;50;10.0524;25.5992
123;12:10:52.065;50;10.05;25.6
124;12:10:53.065;50;10.0132;25.6
125;12:10:54.065;50;9.98243;25.6091
126;12:10:55.065;50;9.98;25.6099
127;12:10:56.065;50;9.94323;25.6099
128;12:10:57.065;50;9.91243;25.6099
129;12:10:58.065;50;9.91;25.6099
130;12:10:59.065;50;9.88243;25.6192
131;12:11:00.065;50;9.8524;25.62
132;12:11:01.065;50;9.85;25.62
133;12:11:02.065;50;9.81319;25.6291
134;12:11:03.065;50;9.77319;25.6299
135;12:11:04.065;50;9.77;25.63
136;12:11:05.065;50;9.73319;25.63
137;12:11:06.065;50;9.69319;25.6392
138;12:11:07.065;50;9.69;25.64
139;12:11:08.065;50;9.65323;25.64
140;12:11:09.065;50;9.61323;25.6491
141;12:11:10.065;50;9.61;25.6499
142;12:11:11.065;50;9.57323;25.6499
143;12:11:12.065;50;9.53323;25.6499
144;12:11:13.065;50;9.53;25.6499
145;12:11:14.065;50;9.49333;25.6499
146;12:11:15.065;50;9.46253;25.6592
147;12:11:16.065;50;9.4601;25.66
148;12:11:17.065;50;9.42321;25.66
149;12:11:18.065;50;9.38329;25.6692
150;12:11:19.065;50;9.3801;25.67
151;12:11:20.065;50;9.3524;25.67
152;12:11:21.065;50;9.31319;25.67
153;12:11:22.065;50;9.31;25.67
154;12:11:23.065;50;9.27323;25.67
155;12:11:24.065;50;9.24243;25.67
156;12:11:25.065;50;9.24;25.67
157;12:11:26.065;50;9.21243;25.67
158;12:11:27.065;50;9.17323;25.6791
159;12:11:28.065;50;9.17;25.6799
160;12:11:29.065;50;9.14243;25.6799
161;12:11:30.065;50;9.10323;25.6799
162;12:11:31.065;50;9.1;25.6799
163;12:11:32.065;50;9.07243;25.6799
164;12:11:33.065;50;9.04243;25.6892
165;12:11:34.065;50;9.04;25.69
166;12:11:35.065;50;9.0032;25.69
167;12:11:36.065;50;8.97241;25.69
168;12:11:37.065;50;8.97;25.69
169;12:11:38.065;50;8.94241;25.69
170;12:11:39.065;50;8.91241;25.6991
171;12:11:40.065;50;8.91;25.6999
172;12:11:41.065;50;8.88241;25.6999
173;12:11:42.065;50;8.85241;25.6999
174;12:11:43.065;50;8.85;25.6999
175;12:11:44.065;50;8.82244;25.6999
176;12:11:45.065;50;8.79244;25.7092
177;12:11:46.065;50;8.79;25.71
178;12:11:47.065;50;8.77163;25.71
179;12:11:48.065;50;8.74244;25.71
180;12:11:49.065;50;8.74;25.71
181;12:11:50.065;50;8.71244;25.71
182;12:11:51.065;50;8.69163;25.71
183;12:11:52.065;50;8.69;25.71
184;12:11:53.065;50;8.66241;25.7191
185;12:11:54.065;50;8.64161;25.7199
186;12:11:55.065;50;8.64;25.7199
187;12:11:56.065;50;8.61241;25.7199
188;12:11:57.065;50;8.59161;25.7199
189;12:11:58.065;50;8.59;25.7199
190;12:11:59.065;50;8.57163;25.7199
191;12:12:00.065;50;8.54244;25.7292
192;12:12:01.065;50;8.54;25.73
193;12:12:02.065;50;8.51244;25.73
194;12:12:03.065;50;8.49163;25.73
195;12:12:04.065;50;8.49;25.73
196;12:12:05.065;50;8.47163;25.73
197;12:12:06.065;50;8.45163;25.73
198;12:12:07.065;50;8.45;25.73
199;12:12:08.065;50;8.42244;25.73
200;12:12:09.065;50;8.40161;25.7391
201;12:12:10.065;50;8.4;25.7399
202;12:12:11.065;50;8.37241;25.7399
203;12:12:12.065;50;8.35161;25.7399
204;12:12:13.065;50;8.35;25.7399
205;12:12:14.065;50;8.33163;25.7399
206;12:12:15.065;50;8.31163;25.7399
207;12:12:16.065;50;8.31;25.7399
208;12:12:17.065;50;8.29163;25.7399
209;12:12:18.065;50;8.26244;25.7492
210;12:12:19.065;50;8.26;25.75
211;12:12:20.065;50;8.24163;25.75
212;12:12:21.065;50;8.22163;25.75
213;12:12:22.065;50;8.22;25.75
214;12:12:23.065;50;8.20163;25.75
215;12:12:24.065;50;8.18163;25.75
216;12:12:25.065;50;8.18;25.75
217;12:12:26.065;50;8.16163;25.7592
218;12:12:27.065;50;8.14161;25.76
219;12:12:28.065;50;8.14;25.76
220;12:12:29.065;50;8.12163;25.76
221;12:12:30.065;50;8.09244;25.76
222;12:12:31.065;50;8.09;25.76
223;12:12:32.065;50;8.08081;25.76
224;12:12:33.065;50;8.06163;25.76
225;12:12:34.065;50;8.06;25.76
226;12:12:35.065;50;8.04163;25.76
227;12:12:36.065;50;8.02163;25.7691
228;12:12:37.065;50;8.02;25.7699
229;12:12:38.065;50;8.00163;25.7699
230;12:12:39.065;50;7.98163;25.7699
231;12:12:40.065;50;7.98;25.7699
232;12:12:41.065;50;7.96163;25.7699
233;12:12:42.065;50;7.94163;25.7699
234;12:12:43.065;50;7.94;25.7699
235;12:12:44.065;50;7.92163;25.7699
236;12:12:45.065;50;7.90163;25.77
237;12:12:46.065;50;7.9;25.77
238;12:12:47.065;50;7.89081;25.77
239;12:12:48.065;50;7.87163;25.77
240;12:12:49.065;50;7.87;25.77
241;12:12:50.065;50;7.85163;25.77
242;12:12:51.065;50;7.84081;25.77
243;12:12:52.065;50;7.84;25.77
244;12:12:53.065;50;7.82163;25.7792
245;12:12:54.065;50;7.81081;25.78
246;12:12:55.065;50;7.81;25.78
247;12:12:56.065;50;7.79163;25.78
248;12:12:57.065;50;7.78082;25.78
249;12:12:58.065;50;7.78;25.78
250;12:12:59.065;50;7.76165;25.78
251;12:13:00.065;50;7.75082;25.78
252;12:13:01.065;50;7.75;25.78
253;12:13:02.065;50;7.74081;25.78
254;12:13:03.065;50;7.72163;25.78
255;12:13:04.065;50;7.72;25.78
256;12:13:05.065;50;7.71081;25.78
257;12:13:06.065;50;7.69163;25.7891
258;12:13:07.065;50;7.69;25.7899
259;12:13:08.065;50;7.68081;25.7899
260;12:13:09.065;50;7.66163;25.7899
261;12:13:10.065;50;7.66;25.7899
262;12:13:11.065;50;7.65082;25.7899
263;12:13:12.065;50;7.64082;25.7899
264;12:13:13.065;50;7.64;25.7899
265;12:13:14.065;50;7.62165;25.7899
266;12:13:15.065;50;7.61082;25.7899
267;12:13:16.065;50;7.61;25.7899
268;12:13:17.065;50;7.60082;25.7899
269;12:13:18.065;50;7.58174;25.7899
270;12:13:19.065;50;7.5801;25.7899
271;12:13:20.065;50;7.57091;25.7899
272;12:13:21.065;50;7.56082;25.7899
273;12:13:22.065;50;7.56;25.7899
274;12:13:23.065;50;7.55091;25.7899
275;12:13:24.065;50;7.53175;25.7992
276;12:13:25.065;50;7.5301;25.8
277;12:13:26.065;50;7.52083;25.8
278;12:13:27.065;50;7.51092;25.8
279;12:13:28.065;50;7.5101;25.8
280;12:13:29.065;50;7.49175;25.8
281;12:13:30.065;50;7.48092;25.8
282;12:13:31.065;50;7.4801;25.8
283;12:13:32.065;50;7.47083;25.8
284;12:13:33.065;50;7.46092;25.8
285;12:13:34.065;50;7.4601;25.8
286;12:13:35.065;50;7.45092;25.8
287;12:13:36.065;50;7.43166;25.8
288;12:13:37.065;50;7.43;25.8
289;12:13:38.065;50;7.42091;25.8
290;12:13:39.065;50;7.41092;25.8
291;12:13:40.065;50;7.4101;25.8
292;12:13:41.065;50;7.40092;25.8
293;12:13:42.065;50;7.39083;25.8
294;12:13:43.065;50;7.39;25.8
295;12:13:44.065;50;7.37174;25.8091
296;12:13:45.065;50;7.36092;25.8099
297;12:13:46.065;50;7.3601;25.8099
298;12:13:47.065;50;7.35083;25.8099
299;12:13:48.065;50;7.34092;25.8099
300;12:13:49.065;50;7.3401;25.8099
301;12:13:50.065;50;7.33092;25.8099
302;12:13:51.065;50;7.32092;25.8099
303;12:13:52.065;50;7.3201;25.8099
304;12:13:53.065;50;7.31084;25.8099
305;12:13:54.065;50;7.30092;25.8099
306;12:13:55.065;50;7.3001;25.8099
307;12:13:56.065;50;7.28175;25.8099
308;12:13:57.065;50;7.27083;25.8099
309;12:13:58.065;50;7.27;25.8099
310;12:13:59.065;50;7.26092;25.8099
311;12:14:00.065;50;7.25092;25.8099
312;12:14:01.065;50;7.2501;25.8099
313;12:14:02.065;50;7.24092;25.8099
314;12:14:03.065;50;7.23092;25.8099
315;12:14:04.065;50;7.2301;25.8099
316;12:14:05.065;50;7.22084;25.8099
317;12:14:06.065;50;7.21093;25.8099
318;12:14:07.065;50;7.2101;25.8099
319;12:14:08.065;50;7.20093;25.8099
320;12:14:09.065;50;7.19093;25.8099
321;12:14:10.065;50;7.1901;25.8099
322;12:14:11.065;50;7.18084;25.8099
323;12:14:12.065;50;7.17092;25.8099
324;12:14:13.065;50;7.1701;25.8099
325;12:14:14.065;50;7.16092;25.8099
326;12:14:15.065;50;7.15092;25.8192
327;12:14:16.065;50;7.1501;25.82
328;12:14:17.065;50;7.14083;25.8108
329;12:14:18.065;50;7.13092;25.8192
330;12:14:19.065;50;7.1301;25.82
331;12:14:20.065;50;7.12093;25.82
332;12:14:21.065;50;7.11093;25.82
333;12:14:22.065;50;7.1101;25.82
334;12:14:23.065;50;7.10084;25.82
335;12:14:24.065;50;7.09093;25.82
336;12:14:25.065;50;7.0901;25.82
337;12:14:26.065;50;7.08093;25.82
338;12:14:27.065;50;7.07093;25.82
339;12:14:28.065;50;7.0701;25.82
340;12:14:29.065;50;7.06083;25.82
341;12:14:30.065;50;7.05092;25.82
342;12:14:31.065;50;7.0501;25.82
343;12:14:32.065;50;7.04093;25.82
344;12:14:33.065;50;7.03093;25.82
345;12:14:34.065;50;7.0301;25.82
346;12:14:35.065;50;7.02084;25.82
347;12:14:36.065;50;7.02;25.82
348;12:14:37.065;50;7.02;25.82
349;12:14:38.065;50;7.01093;25.82
350;12:14:39.065;50;7.00093;25.82
351;12:14:40.065;50;7.0001;25.82
352;12:14:41.065;50;6.99093;25.82
353;12:14:42.065;50;6.98093;25.82
354;12:14:43.065;50;6.9801;25.82
355;12:14:44.065;50;6.97085;25.82
356;12:14:45.065;50;6.96094;25.82
357;12:14:46.065;50;6.9601;25.82
358;12:14:47.065;50;6.95093;25.82
359;12:14:48.065;50;6.94093;25.82
360;12:14:49.065;50;6.9401;25.82
361;12:14:50.065;50;6.93084;25.82
362;12:14:51.065;50;6.93;25.82
363;12:14:52.065;50;6.93;25.82
364;12:14:53.065;50;6.92093;25.82
365;12:14:54.065;50;6.91093;25.82
366;12:14:55.065;50;6.9101;25.82
367;12:14:56.065;50;6.90093;25.82
368;12:14:57.065;50;6.89085;25.82
369;12:14:58.065;50;6.89;25.82
370;12:14:59.065;50;6.88094;25.82
371;12:15:00.065;50;6.8801;25.82
372;12:15:01.065;50;6.8801;25.82
373;12:15:02.065;50;6.87094;25.8291
374;12:15:03.065;50;6.86094;25.8209
375;12:15:04.065;50;6.8601;25.8201
376;12:15:05.065;50;6.85084;25.8291
377;12:15:06.065;50;6.84093;25.8299
378;12:15:07.065;50;6.8401;25.8299
379;12:15:08.065;50;6.83094;25.8299
380;12:15:09.065;50;6.8301;25.8299
381;12:15:10.065;50;6.8301;25.8299
382;12:15:11.065;50;6.82094;25.8299
383;12:15:12.065;50;6.81085;25.8299
384;12:15:13.065;50;6.81;25.8299
385;12:15:14.065;50;6.80094;25.8299
386;12:15:15.065;50;6.79094;25.8299
387;12:15:16.065;50;6.7901;25.8299
388;12:15:17.065;50;6.7901;25.8299
389;12:15:18.065;50;6.78094;25.8299
390;12:15:19.065;50;6.7801;25.8299
391;12:15:20.065;50;6.77085;25.8299
392;12:15:21.065;50;6.76094;25.8299
393;12:15:22.065;50;6.7601;25.8299
394;12:15:23.065;50;6.7601;25.8299
395;12:15:24.065;50;6.75094;25.8299
396;12:15:25.065;50;6.7501;25.8299
397;12:15:26.065;50;6.74094;25.8299
398;12:15:27.065;50;6.73094;25.8299
399;12:15:28.065;50;6.7301;25.8299
400;12:15:29.065;50;6.7301;25.8299
401;12:15:30.065;50;6.72085;25.8299
402;12:15:31.065;50;6.72;25.8299
403;12:15:32.065;50;6.71094;25.8299
404;12:15:33.065;50;6.70094;25.8299
405;12:15:34.065;50;6.7001;25.8299
406;12:15:35.065;50;6.7001;25.8299
407;12:15:36.065;50;6.69095;25.8299
408;12:15:37.065;50;6.6901;25.8299
409;12:15:38.065;50;6.68086;25.8299
410;12:15:39.065;50;6.68;25.8299
411;12:15:40.065;50;6.68;25.8299
412;12:15:41.065;50;6.67094;25.8299
413;12:15:42.065;50;6.66094;25.8299
414;12:15:43.065;50;6.6601;25.8299
415;12:15:44.065;50;6.65094;25.8299
416;12:15:45.065;50;6.6501;25.8299
417;12:15:46.065;50;6.6501;25.8299
418;12:15:47.065;50;6.64085;25.8299
419;12:15:48.065;50;6.63094;25.8299
420;12:15:49.065;50;6.6301;25.8299
421;12:15:50.065;50;6.6301;25.8299
422;12:15:51.065;50;6.62095;25.8299
423;12:15:52.065;50;6.6201;25.8299
424;12:15:53.065;50;6.61095;25.8299
425;12:15:54.065;50;6.6101;25.8299
426;12:15:55.065;50;6.6101;25.8299
427;12:15:56.065;50;6.60086;25.8299
428;12:15:57.065;50;6.59094;25.8299
429;12:15:58.065;50;6.5901;25.8299
430;12:15:59.065;50;6.5901;25.8299
431;12:16:00.065;50;6.58095;25.8299
432;12:16:01.065;50;6.5801;25.8299
433;12:16:02.065;50;6.57095;25.8299
434;12:16:03.065;50;6.5701;25.8299
435;12:16:04.065;50;6.5701;25.8299
436;12:16:05.065;50;6.56086;25.8299
437;12:16:06.065;50;6.55095;25.8299
438;12:16:07.065;50;6.5501;25.83
439;12:16:08.065;50;6.5501;25.83
440;12:16:09.065;50;6.54095;25.83
441;12:16:10.065;50;6.5401;25.83
442;12:16:11.065;50;6.5401;25.83
443;12:16:12.065;50;6.53095;25.83
444;12:16:13.065;50;6.5301;25.83
445;12:16:14.065;50;6.52086;25.83
446;12:16:15.065;50;6.52;25.83
447;12:16:16.065;50;6.52;25.83
448;12:16:17.065;50;6.51095;25.83
449;12:16:18.065;50;6.5101;25.83
450;12:16:19.065;50;6.5101;25.83
451;12:16:20.065;50;6.50095;25.83
452;12:16:21.065;50;6.49095;25.8391
453;12:16:22.065;50;6.4901;25.84
454;12:16:23.065;50;6.4901;25.8309
455;12:16:24.065;50;6.48095;25.83
456;12:16:25.065;50;6.4801;25.83
457;12:16:26.065;50;6.47087;25.83
458;12:16:27.065;50;6.47;25.83
459;12:16:28.065;50;6.47;25.83
460;12:16:29.065;50;6.46095;25.83
461;12:16:30.065;50;6.4601;25.83
462;12:16:31.065;50;6.4601;25.83
463;12:16:32.065;50;6.45095;25.8391
464;12:16:33.065;50;6.44095;25.8309
465;12:16:34.065;50;6.4401;25.83
466;12:16:35.065;50;6.4401;25.83
467;12:16:36.065;50;6.43086;25.83
468;12:16:37.065;50;6.43;25.83
469;12:16:38.065;50;6.43;25.83
470;12:16:39.065;50;6.42086;25.83
471;12:16:40.065;50;6.42;25.83
472;12:16:41.065;50;6.42;25.8391
473;12:16:42.065;50;6.41095;25.8309
474;12:16:43.065;50;6.4101;25.83
475;12:16:44.065;50;6.40096;25.8391
476;12:16:45.065;50;6.4001;25.84
477;12:16:46.065;50;6.4001;25.84
478;12:16:47.065;50;6.39087;25.84
479;12:16:48.065;50;6.39;25.8309
480;12:16:49.065;50;6.39;25.83
481;12:16:50.065;50;6.38095;25.8391
482;12:16:51.065;50;6.3801;25.84
483;12:16:52.065;50;6.3801;25.84
484;12:16:53.065;50;6.37096;25.84
485;12:16:54.065;50;6.36096;25.84
486;12:16:55.065;50;6.3601;25.84
487;12:16:56.065;50;6.3601;25.84
488;12:16:57.065;50;6.35087;25.84
489;12:16:58.065;50;6.35;25.84
490;12:16:59.065;50;6.35;25.84
491;12:17:00.065;50;6.34095;25.8309
492;12:17:01.065;50;6.3401;25.83
493;12:17:02.065;50;6.3401;25.83
494;12:17:03.065;50;6.33097;25.83
495;12:17:04.065;50;6.3301;25.83
496;12:17:05.065;50;6.3301;25.83
497;12:17:06.065;50;6.32097;25.83
498;12:17:07.065;50;6.3201;25.83
499;12:17:08.065;50;6.3201;25.83
500;12:17:09.065;50;6.31087;25.83
501;12:17:10.065;50;6.31;25.83
502;12:17:11.065;50;6.31;25.83
503;12:17:12.065;50;6.30095;25.83
504;12:17:13.065;50;6.3001;25.83
505;12:17:14.065;50;6.3001;25.83
506;12:17:15.065;50;6.29097;25.83
507;12:17:16.065;50;6.2901;25.83
508;12:17:17.065;50;6.2901;25.83
509;12:17:18.065;50;6.28097;25.8391
510;12:17:19.065;50;6.2801;25.84
511;12:17:20.065;50;6.2801;25.84
512;12:17:21.065;50;6.27088;25.84
513;12:17:22.065;50;6.27;25.84
514;12:17:23.065;50;6.27;25.84
515;12:17:24.065;50;6.26096;25.84
516;12:17:25.065;50;6.2601;25.84
517;12:17:26.065;50;6.2601;25.8309
518;12:17:27.065;50;6.25097;25.83
519;12:17:28.065;50;6.2501;25.83
520;12:17:29.065;50;6.2501;25.8391
521;12:17:30.065;50;6.24097;25.84
522;12:17:31.065;50;6.2401;25.84
523;12:17:32.065;50;6.2401;25.84
524;12:17:33.065;50;6.23097;25.84
525;12:17:34.065;50;6.2301;25.84
526;12:17:35.065;50;6.2301;25.84
527;12:17:36.065;50;6.22088;25.84
528;12:17:37.065;50;6.22;25.84
529;12:17:38.065;50;6.22;25.84
530;12:17:39.065;50;6.21097;25.84
531;12:17:40.065;50;6.2101;25.84
532;12:17:41.065;50;6.2101;25.84
533;12:17:42.065;50;6.20097;25.84
534;12:17:43.065;50;6.2001;25.84
535;12:17:44.065;50;6.2001;25.84
536;12:17:45.065;50;6.19097;25.84
537;12:17:46.065;50;6.1901;25.84
538;12:17:47.065;50;6.1901;25.84
539;12:17:48.065;50;6.18088;25.84
540;12:17:49.065;50;6.18;25.84
541;12:17:50.065;50;6.18;25.84
542;12:17:51.065;50;6.18;25.84
543;12:17:52.065;50;6.18;25.84
544;12:17:53.065;50;6.17097;25.84
545;12:17:54.065;50;6.1701;25.84
546;12:17:55.065;50;6.1701;25.84
547;12:17:56.065;50;6.16098;25.84
548;12:17:57.065;50;6.1601;25.84
549;12:17:58.065;50;6.1601;25.84
550;12:17:59.065;50;6.15097;25.84
551;12:18:00.065;50;6.1501;25.84
552;12:18:01.065;50;6.1501;25.84
553;12:18:02.065;50;6.14089;25.84
554;12:18:03.065;50;6.14;25.84
555;12:18:04.065;50;6.14;25.84
556;12:18:05.065;50;6.13097;25.84
557;12:18:06.065;50;6.1301;25.84
558;12:18:07.065;50;6.1301;25.84
559;12:18:08.065;50;6.1301;25.84
560;12:18:09.065;50;6.12098;25.84
561;12:18:10.065;50;6.1201;25.84
562;12:18:11.065;50;6.1201;25.84
563;12:18:12.065;50;6.11098;25.84
564;12:18:13.065;50;6.1101;25.84
565;12:18:14.065;50;6.1101;25.84
566;12:18:15.065;50;6.1101;25.84
567;12:18:16.065;50;6.1101;25.84
568;12:18:17.065;50;6.10089;25.84
569;12:18:18.065;50;6.1;25.84
570;12:18:19.065;50;6.1;25.84
571;12:18:20.065;50;6.09088;25.84
572;12:18:21.065;50;6.09;25.84
573;12:18:22.065;50;6.09;25.84
574;12:18:23.065;50;6.08097;25.84
575;12:18:24.065;50;6.0801;25.84
576;12:18:25.065;50;6.0801;25.84
577;12:18:26.065;50;6.07099;25.84
578;12:18:27.065;50;6.0701;25.84
579;12:18:28.065;50;6.0701;25.84
580;12:18:29.065;50;6.0701;25.84
581;12:18:30.065;50;6.0609;25.84
582;12:18:31.065;50;6.06;25.84
583;12:18:32.065;50;6.06;25.84
584;12:18:33.065;50;6.06;25.84
585;12:18:34.065;50;6.06;25.84
586;12:18:35.065;50;6.05097;25.84
587;12:18:36.065;50;6.0501;25.84
588;12:18:37.065;50;6.0501;25.84
589;12:18:38.065;50;6.04098;25.84
590;12:18:39.065;50;6.0401;25.84
591;12:18:40.065;50;6.0401;25.84
592;12:18:41.065;50;6.0401;25.84
593;12:18:42.065;50;6.03099;25.84
594;12:18:43.065;50;6.0301;25.84
595;12:18:44.065;50;6.0301;25.84
596;12:18:45.065;50;6.0209;25.84
597;12:18:46.065;50;6.02;25.84
598;12:18:47.065;50;6.02;25.84
599;12:18:48.065;50;6.02;25.84
600;12:18:49.065;50;6.02;25.84
601;12:18:50.065;50;6.01098;25.84
602;12:18:51.065;50;6.0101;25.84
603;12:18:52.065;50;6.0101;25.84
604;12:18:53.065;50;6.0101;25.84
605;12:18:54.065;50;6.00099;25.84
606;12:18:55.065;50;6.0001;25.84
607;12:18:56.065;50;6.0001;25.84
608;12:18:57.065;50;5.99099;25.84
609;12:18:58.065;50;5.9901;25.84
610;12:18:59.065;50;5.9901;25.84
611;12:19:00.065;50;5.9901;25.84
612;12:19:01.065;50;5.9901;25.84
613;12:19:02.065;50;5.98099;25.84
614;12:19:03.065;50;5.9801;25.84
615;12:19:04.065;50;5.9801;25.84
616;12:19:05.065;50;5.9801;25.84
617;12:19:06.065;50;5.97091;25.84
618;12:19:07.065;50;5.97;25.84
619;12:19:08.065;50;5.97;25.84
620;12:19:09.065;50;5.96099;25.84
621;12:19:10.065;50;5.9601;25.84
622;12:19:11.065;50;5.9601;25.84
623;12:19:12.065;50;5.9601;25.84
624;12:19:13.065;50;5.9601;25.84
625;12:19:14.065;50;5.95099;25.84
626;12:19:15.065;50;5.9501;25.84
627;12:19:16.065;50;5.9501;25.84
628;12:19:17.065;50;5.9501;25.84
629;12:19:18.065;50;5.941;25.84
630;12:19:19.065;50;5.9401;25.84
631;12:19:20.065;50;5.9401;25.84
632;12:19:21.065;50;5.9401;25.84
633;12:19:22.065;50;5.9401;25.84
634;12:19:23.065;50;5.93091;25.84
635;12:19:24.065;50;5.93;25.84
636;12:19:25.065;50;5.93;25.84
637;12:19:26.065;50;5.93;25.84
638;12:19:27.065;50;5.921;25.84
639;12:19:28.065;50;5.9201;25.84
640;12:19:29.065;50;5.9201;25.84
641;12:19:30.065;50;5.9201;25.84
642;12:19:31.065;50;5.9201;25.84
643;12:19:32.065;50;5.911;25.84
